PERSON,ORG,DATE,GPE,Person,Org,Date,Loc
Matthew Barnett,Decimal,,,,,,
Sam Kimbrel,gh-129603,,,,,,
IPv6Network,Patch by Erlend Aasland,,,,,,
InspectLoader.source_to_code,hashlib.sha256,,,,,,
Unlink,Control-â,,,,,,
Kim GrÃ¤sman,Element.findtext,,,,,,
bpo-21469,Python/ceval.c Py_DECREF,,,,,,
Anton Afanasyev,sys,,,,,,
Nikolaus Rath.,SyntaxErrors,,,,,,
bpo-12220,PyList_Insert,,,,,,
posixmodule,REPL,,,,,,
assret,PyGC_Disable,,,,,,
bpo-21239,CC,,,,,,
Jure Koren,Linux,,,,,,
Kushal Das,stdbool.h,,,,,,
Johannes Baiter,pyconfig.h,,,,,,
Guido Vranken,Apple System Log,,,,,,
bpo-20539,TaskGroup,,,,,,
Devin Jeanpierre,os.environ,,,,,,
bpo-21013,UnionType,,,,,,
bpo-20980,xml.dom.xmlbuilder,,,,,,
exist_ok=,default=,,,,,,
bpo-20990,gh-41872,,,,,,
ServerProxy,gdbm_strerror,,,,,,
Solaris,NamespaceReader,,,,,,
bpo-20879,Python REPL,,,,,,
distutils.util.grok_environment_error,PyUnstable_AtExit,,,,,,
bpo-20875,sysexits.h,,,,,,
Peter Otten,libncurses,,,,,,
Jeremiah Lowin,zlibâs,,,,,,
Hirokazu Yamamoto,EXACT_TOKEN_TYPES,,,,,,
Amaury Forgeot,PATHEXT,,,,,,
David Gutteridge,X_OK,,,,,,
bpo-21117,extensionless,,,,,,
John Szakmeister.,UNC,,,,,,
bpo-11571,\xXX,,,,,,
bpo-21323,Glibc,,,,,,
bpo-19435,unittest.mock.patch(,,,,,,
Zach Byrne,parse_known_intermixed_args(,,,,,,
FormatParagraph,ArgumentError,,,,,,
bpo-4832,ArgumentParser,,,,,,
Ramchandra Apt,gh-124984,,,,,,
Phil Webster,Geâez,,,,,,
Saimadhav Heblikar,Gurajati,,,,,,
bpo-18910,Nynorsk,,,,,,
Saihadhav Heblikar,Nungon,,,,,,
bpo-21284,asyncio.staggered.staggered_race,,,,,,
âWindowâ. Patch,Bartosz SÅawecki.,,,,,,
Jonathan Hosmer,Substrings,,,,,,
Zachary Turner,curses.resize_term,,,,,,
"âmake suspiciousâ,",CPythonâs,,,,,,
bpo-15234,the âInitialization and Finalizationâ,,,,,,
bpo-17861,Py_Initialize,,,,,,
view==NULL,complexâs _Py_c_pow,,,,,,
PyBuffer_FillInfo,dtoa,,,,,,
bpo-18395,UnicodeError,,,,,,
PyObject_GC_Calloc,SSLProtocol.connection_lost,,,,,,
importlib,WASI,,,,,,
bpo-22394,WASM,,,,,,
bpo-21514,KB,,,,,,
Jack McCracken,ARM64,,,,,,
Remi Pointel,fmod,,,,,,
bpo-20746,.reset_mock(return_value,,,,,,
Xavier de,files(pkg.mod,,,,,,
bpo-21918,"BÃ©nÃ©dikt
- gh-119004",,,,,,
Denver Coneybeare,the Python REPL,,,,,,
Radu Voicilas,BOLT,,,,,,
bpo-18492,PAX,,,,,,
Lennart Regebro,TypeVar,,,,,,
ntpath.expanduser,gh-121650,,,,,,
Claudiu,IEEEContext,,,,,,
bpo-21275,asyncio REPL,,,,,,
bpo-20743,KeyboardInterrupts,,,,,,
bpo-23345,aorcajo,,,,,,
Ryan Wilson,Åukasz Langa,,,,,,
bpo-18974,"the Python
REPL",,,,,,
Zachary,Bar Harel,,,,,,
bpo-21629,Support -X gil=1,,,,,,
Meador Inge,gh-98442,,,,,,
bpo-22644,LDCXXSHARED,,,,,,
\v,QUOTE_STRINGS,,,,,,
/script,sys.setprofile,,,,,,
"â=barâ.
- Whitespaces",macOS/iOS App Store,,,,,,
Alexander Enrique Urieles Nieto,Avoid NameError,,,,,,
U+0130,importlib.abc,,,,,,
palmos,datetime.datetime.strftime,,,,,,
Brian Schubert,Stop Shell,,,,,,
Pablo Galindo,sys.stdout.shell,,,,,,
Mikhail Efimov,Py_Finalize,,,,,,
âinvalid handleâ,Superclasses,,,,,,
Chris Eibl,PyUnicode_InternInPlace,,,,,,
md5,unittest.mock.create_autospec,,,,,,
"IPv6Network
- gh-133745",LogRecord,,,,,,
Xuehai Pan,backreferences,,,,,,
BufferedReader,InvalidStateError,,,,,,
Waylan Limberg,SymbolTable.get_type,,,,,,
Angela Liss,PropertyMock,,,,,,
Thread.native_id,LLVM_VERSION_SUFFIX,,,,,,
Noam Cohen,ACLs,,,,,,
msgctxt,the REPL.,,,,,,
deallocating contextvars,interpreterâs,,,,,,
uuid4,asyncio REPL now,,,,,,
uuid5,PyREPL,,,,,,
k=0,IPythonâs,,,,,,
"Bartosz
- gh-117779",Python REPL.,,,,,,
sysconfig.is_python_build,kwargs,,,,,,
Element.findall,QueueHandler,,,,,,
Stan Ulbrych,Prepare Tkinter for C,,,,,,
Adam Turner,NODEV,,,,,,
"Pablo Galindo
- gh-130163",gh-119729,,,,,,
"Pablo Galindo
- gh-129983",.pc,,,,,,
Kumar Aditya,python-3.14d.pc,,,,,,
barry_as_FLUFL,winapi,,,,,,
Andrey Efremov,CreateNamedPipe,,,,,,
urllib.parse.urlsplit,"Windows
- gh-119070",,,,,,
couldâve,gh-118209,,,,,,
Taneli Hukkinen,Internal,,,,,,
NO_COLOR,perfâs,,,,,,
AF_INET6,-X uops,,,,,,
stdout isatty,generator.close,,,,,,
"Yury
- gh-58956",PY_MONITORING_EVENT_BRANCH,,,,,,
dbm.gnu,sysconfig.get_platform,,,,,,
Hugo van Kemenade,sqlite3.Connection.iterdump,,,,,,
GraalPy,Microsoft Outlook,,,,,,
Hui Liu,RFC9110,,,,,,
getopt,taskâs,,,,,,
"Daniel
- gh-125722:",\x1d,,,,,,
gh-128717,\u2028,,,,,,
Valery Fedorenko,GeneratorType,,,,,,
Semyon Moroz,wantobjects,,,,,,
EX_OK,tsufeki,,,,,,
libncursesw,libmpdecimal,,,,,,
libsqlite3,MiB,,,,,,
is_global,Store,,,,,,
Posix,C11,,,,,,
urllib.request.url2pathname,PySys_SetArgvEx,,,,,,
sysconfig,skipitem()âs,,,,,,
ERA,f(3,,,,,,
getattribute,INSTRUMENTED_CALL_FUNCTION_EX,,,,,,
Nico Posada,os.path.join,,,,,,
gh-126080,mailbox.mbox.flush,,,,,,
Nico-Posada,root_dir,,,,,,
"Nico
- gh-125984",ssl._SSLContext,,,,,,
Compat32.header_source_parse,ModuleType,,,,,,
ArgumentParser.parse_intermixed_args,DuplicateOptionError,,,,,,
Enum,IPv6Network,,,,,,
Pickler,ACE,,,,,,
Unpickler,un,,,,,,
FrameLocalsProxy,Checkbutton,,,,,,
Alex Waygood,ctype data,,,,,,
PYTHON_BASIC_REPL,when='MIDNIGHT,,,,,,
Bislama,EOFError,,,,,,
Breton,"Python REPL
- gh-105866",,,,,,
Bodo,âtsan,,,,,,
Manx Gaelic,DirEntry.stat().st_ctime,,,,,,
Hindi,DirEntry,,,,,,
Chhattisgarhi,GetTickCount64,,,,,,
Haitian Kreyol,"grp, pwd",,,,,,
Yue Chinese,NOP,,,,,,
Yau,TypedDict,,,,,,
"happy_eyeballs_delay
- gh-124390",DST,,,,,,
argparse vim,U+FFFD,,,,,,
nargs equal,GNOME_DESKTOP_SESSION_ID,,,,,,
Ned Batchelder,skipinitialspace,,,,,,
Furkan Onder,StreamWriter,,,,,,
tracemalloc,ArgResolver,,,,,,
"Pablo Galindo
- gh-125593",MethodDescriptorType,,,,,,
Diego Russo,TarInfos,,,,,,
Ross Burton,systemâs,,,,,,
thread.start_new_thread,ParsingError,,,,,,
gh-125008,gh-107155,,,,,,
Tony Roberts,Anilyka,,,,,,
"N.
- gh-123892",The asyncio REPL,,,,,,
Nikita Sobolev,Get WASI,,,,,,
gh-123856,Backport,,,,,,
NoDefault,the Microsoft Store,,,,,,
"Bas
Bloemsaat",Tcl/Tk 8.6.14,,,,,,
Mateusz Nowak,PyParkingLot_UnparkAll,,,,,,
John Riggles,chr,,,,,,
Amit Wienner,ValueError,,,,,,
"Pablo Galindo
- gh-123229",OverflowError,,,,,,
"Pablo Galindo
- gh-122298",WASI,,,,,,
gc.set_debug(gc,LOAD_CONST,,,,,,
"Pablo Galindo
- gh-123083",T_UINT,,,,,,
STORE_ATTR_WITH_HINT,T_ULONG,,,,,,
"Pablo Galindo
- gh-116622",GC,,,,,,
Meson,END_FOR,,,,,,
"Andreas
- gh-99242",Argument Clinic,,,,,,
Gregory P. Smith,z,,,,,,
Seth Larson,NAN / INF,,,,,,
Ellie,divmod,,,,,,
Task.get_coro,âissubclass,,,,,,
gh-122170,Expat 2.6.0,,,,,,
"Clinton Christian
- gh-120289",TypeError,,,,,,
"Pablo Galindo
-",gh-85984,,,,,,
frame.f_locals,Câs,,,,,,
"Pablo
- gh-118934",NotImplemented,,,,,,
Kumar,Windows ARM64,,,,,,
exit_on_error,SSLSocket,,,,,,
Ben Hsing,sqlite3.Connection.iterdump,,,,,,
Craig Robson,Alpine Linux,,,,,,
multiprocessing.Queue.empty,dbm.sqlite3,,,,,,
Marta Gomez Macias,gh-106584,,,,,,
"Pablo Galindo
- gh-121497",TestResult,,,,,,
"Pablo Galindo
- gh-121012",OSes,,,,,,
PyModule_Add,Lib,,,,,,
mimalloc,cwd,,,,,,
gh-121467,funcid,,,,,,
Subinterpreters,gh-113732,,,,,,
"Pablo Galindo
- gh-120346",QUOTE_STRINGS,,,,,,
"Pablo Galindo
- gh-93691",classâs,,,,,,
gh-121025,datetime.time.replace,,,,,,
ArgumentParser.parses_args,pdb,,,,,,
"Ben
- gh-119614",wantobjects,,,,,,
cmdqueue,zoneinfo,,,,,,
Jan Kaliszewski,BCJ,,,,,,
gzip headers,MainThread,,,,,,
eval_str,AIX,,,,,,
"Alex
- gh-120268",Apple,,,,,,
SymbolTableType,SQLite,,,,,,
Enrico TrÃ¶ger.,zlib v1.3.1,,,,,,
Eugene Triguba,Microsoft Store,,,,,,
Fix io.TextIOWrapper.write,SystemError,,,,,,
Py_CODEUNIT,PyList_GetItem,,,,,,
PyUnstable_SetOptimizer,PyTime_MIN,,,,,,
PyOS_InputHook,PyTime_MAX,,,,,,
"Pablo
- gh-119821",NOP,,,,,,
"Pablo Galindo
- gh-111999",webassembly,,,,,,
Path.is_symlink,AST,,,,,,
Aya Elsayed,next_instr,,,,,,
Terry Jan Reedy,ImportError,,,,,,
gh-118033,Appleâs,,,,,,
Traversable,zlib library,,,,,,
Ashwin Ramaswami,âcounterâ. Trace,,,,,,
refleak,compresslevel,,,,,,
Ethan Smith,MAP_RESILIENT_MEDIA,,,,,,
str.join,MAP_32BIT,,,,,,
gh-116984,TaskGroup,,,,,,
YIELD_VALUE,CancelledError,,,,,,
json.dumps,segfault,,,,,,
async_generator.athrow().close,pyexpat,,,,,,
Lysandros Nikolaou,RuntimeError,,,,,,
Anthony Shaw,IO,,,,,,
compilerâs codegen,"asyncio
SelectorEventLoop",,,,,,
PyRefTracer_GetTracer,LOG_NETINFO,,,,,,
"bool
- gh-118650",PermissionError,,,,,,
FutureIter,CIGNORE,,,,,,
Savannah Ostrowski,MDMBUF,,,,,,
WEBDAV,"ONOEOT,",,,,,,
\u2029,OXTABS,,,,,,
argparse,VDSUSP,,,,,,
Barney Gale,FunctionType,,,,,,
James Hilton-Balfe,EnumDict.member_names,,,,,,
Ali Hamdan,TypedDict,,,,,,
PyTime_PerfCounterRaw,TLS-PSK,,,,,,
PyTime_TimeRaw,DocTest,,,,,,
Vlad Efanov,exc_type,,,,,,
instruction_sequence.c,QueueHandler,,,,,,
Grigoryev Semyon,email.utils.parseaddr,,,,,,
gh-117584,getattr(email.utils,,,,,,
gh-117467,BadZipFile,,,,,,
Tony Mountifield,MH,,,,,,
glob.glob0,Claws Mail IMAP,,,,,,
RawConfigParser._read,TemporaryDirectory,,,,,,
mtime,KeyError,,,,,,
Dev Drives,AssertionError,,,,,,
Chris Fu,RÃ©mi,,,,,,
zipp 3.18,MIT,,,,,,
Pepijn de Vos,test_infinitely_many_bases,,,,,,
"Victor
- gh-116608",Fix Tools/wasm/wasi.py,,,,,,
Server.close_clients,HOSTRUNNER,,,,,,
gh-96471,WMI,,,,,,
"Justin Arthur.
- bpo-27578",winapi,,,,,,
inspect.getsource,SF_SUPPORTED,,,,,,
Dong-hee Na,SF_SETTABLE,,,,,,
TestLoader._top_level_dir,SF_SYNTHETIC,,,,,,
gh-114736,SF_RESTRICTED,,,,,,
Overlapped,SF_FIRMLINK,,,,,,
"N.
- gh-87193",OpenSSL,,,,,,
Bogdan Romanyuk,dbm.ndbm,,,,,,
gh-115781,DBM,,,,,,
Py_GetConstant,MACOSX_DEPLOYMENT_TARGET,,,,,,
Py_GetConstant(Py_CONSTANT_ZERO,SIZEOF_LONG_DOUBLE,,,,,,
Eric Snow,PyBool_Type,,,,,,
SSLContext.cert_store_stats,PyLong_Type,,,,,,
"Pablo Galindo
- gh-112087",Py_T_OBJECT_EX,,,,,,
"Pablo
- gh-112433",SyntaxError,,,,,,
writev,SyntaxWarning,,,,,,
wasmtime,RESUME,,,,,,
Message.as_string,MemoryError,,,,,,
Final[ClassVar[int,vararg,,,,,,
ast.parse,instr_ptr,,,,,,
gh-94949,ExceptionGroup,,,,,,
Frank Hoffmann,WASI preview2.,,,,,,
DeprecationWarning,REMOTE_HOST,,,,,,
"Steven
Ward",wsgiref,,,,,,
Tobias Rautenkranz,Postpone,,,,,,
Chiu-Hsiang Hsu,pathlib,,,,,,
Z85,ipaddress,,,,,,
"Victor
- gh-115596",DictProxy,,,,,,
Sergey B Kirpichev,XATTR,,,,,,
Victor Stinner,Maildir.remove_flag,,,,,,
PyParkingLot_Park,SystemExit,,,,,,
"getargs
- gh-112529",TZ,,,,,,
gh-114083,SOURCE_DATE_EPOCH,,,,,,
frame.f_locals,tiran/cpython_autoconf,,,,,,
Daniel Urban,wasm,,,,,,
Furkan Onder,md5,,,,,,
floordiv,getpath.c,,,,,,
Dave Shawley,Secure,,,,,,
BufferedRandom.read1,Tcl/Tk,,,,,,
âââ,PyThread_CurrentFrames,,,,,,
Diego Russo,PyUnicodeWriter_Init,,,,,,
Stefan Krah,PyHASH_MODULUS,,,,,,
Mariusz Felisiak,PyOnceFlag_CallOnce,,,,,,
"Mariusz
- gh-69893",ssl and Argument Clinic,,,,,,
Daniel Hollas,TLS,,,,,,
Raymond Hettinger,Security,,,,,,
"Erlend
E. Aasland",3.12beta4,,,,,,
DummyThread,hashlib,,,,,,
NetBSD,TypeVar,,,,,,
cbreak,lexeme,,,,,,
asyncio,utf-8,,,,,,
gh-101438,Parser,,,,,,
OSError,CAPI,,,,,,
Enum,-X uops,,,,,,
Jamie Phan,"ifndef
HAVE_PTHREAD_STUBS",,,,,,
Steven Ward,TypeAlias,,,,,,
unixfrom,LOAD_SUPER_ATTR,,,,,,
Radislav Chugunov,NameError,,,,,,
gh-96471,adaptive_counter_warmup,,,,,,
os.unlockpt,PyCF_OPTIMIZED_AST,,,,,,
Deprecate pathlib,dir,,,,,,
LoggerAdapter,lltrace,,,,,,
METH_METHOD,Tier-2 uops,,,,,,
PyBuffer_FillInfo,ctypes.c_char_p,,,,,,
PyTime_Time,ctypes.c_wchar_p,,,,,,
"Pablo Galindo
- gh-89811","Patch By
Donghee Na",,,,,,
"Pablo Galindo
- gh-113486",PyFrameObject,,,,,,
Carey Metcalfe,LOAD_ATTR_INSTANCE_VALUE,,,,,,
max,str.replace,,,,,,
"Pablo Galindo
- gh-112125",pyc,,,,,,
Fix SystemError,JoinedStr,,,,,,
"Pablo Galindo
- gh-112625",Wasm/JS Promise,,,,,,
"pablo Galindo
- gh-112387",the Python REPL,,,,,,
"Pablo Galindo
- gh-99606",NaN,,,,,,
"Pablo Galindo
- gh-112320",artificil,,,,,,
PyComplex_RealAsDouble()/PyComplex_ImagAsDouble,PySpy,,,,,,
"Sidney
- bpo-21861",MAKE_FUNCTION,,,,,,
GiB,FORMAT_VALUE,,,,,,
Jeremiah Gabriel Pascual,FORMAT_SIMPLE,,,,,,
"Mariusz
- gh-113971",3.12beta1,,,,,,
MAP_RESILIENT_CODESIGN,generator.close()/throw,,,,,,
mmap(2,PyAST_Optimize,,,,,,
PurePath,Py_TRASHCAN_SAFE_END,,,,,,
Pickler,Py_TRASHCAN_END,,,,,,
Unpickler,tp_getattro,,,,,,
webbrowser,NL,,,,,,
Alex Waygood,inspect.getsource,,,,,,
Carson Radtke,DEDENT,,,,,,
"Jakub
- gh-113199",generator.close,,,,,,
Jakub Kulik,BrokenPipeError,,,,,,
Yilei Yang,NTFS,,,,,,
closefrom,InitVar,,,,,,
LOG_RAS,os.path.isdir,,,,,,
asyncio SubprocessTransport.close,PATHEXT,,,,,,
Barney Gale,CapsuleType,,,,,,
Jelle Zijlstra,SimpleNamespace,,,,,,
"Alex
- gh-94722",Linuxâs,,,,,,
Randolf Scholz,UID,,,,,,
Anthony Shaw,GID,,,,,,
"libedit
- gh-106922",gh-108111,,,,,,
Style.element_create,CDF,,,,,,
tkinter widgetâs,venv,,,,,,
Thomas Dwyer,Patch by Tyler Smart,,,,,,
Cmd.do_help,netlink,,,,,,
Filip,re.subn,,,,,,
Serhiy Storchaka,TclError,,,,,,
"Matthias
Bussonnier",tk_busy_status,,,,,,
Adam Chhina,SSL_ERROR_SSL,,,,,,
Andrei Kulakov,ERR_LIB_SSL,,,,,,
Ken Jin,AnyStr,,,,,,
Jeffrey Kintscher,gh-107089,,,,,,
warnings.filterwarnings,rcpt,,,,,,
Lapeyre,Patch By Donghee Na,,,,,,
Gordon P. Hemsley,d2i_SSL_SESSION,,,,,,
.python_history,NotImplementedError,,,,,,
Maildir,unparse function,,,,,,
test_super_deep,SRE_FLAG_TEMPLATE,,,,,,
gh-111802,sys,,,,,,
ZLIB_RUNTIME_VERSION,"NamedTuple(""NT",,,,,,
chmod,inspect.signature,,,,,,
"Victor
- gh-86179",abc,,,,,,
Inada Naoki,ABCMeta,,,,,,
test.support.os_helper.fd_count,PurePosixPath(pathlib,,,,,,
"Victor
- gh-112438",sunau,,,,,,
Py_HashPointer,NewType,,,,,,
"Pablo Galindo
- gh-112287",unittest.getTestCaseNames,,,,,,
Deprecate,ClassDef,,,,,,
BaseExceptionGroup.split,sndhdr,,,,,,
YIELD_VALUE,SHA,,,,,,
SUSPENDED_YIELD_FROM,mp_unsigned_bin_size,,,,,,
PyEval_EvalFrameDefault,"pdb
- gh-101162",,,,,,
"Pablo Galindo
- gh-111420",Refactored zipfile._strip_extra,,,,,,
"Pablo Galindo
- gh-111380",root_dir,,,,,,
Savannah Ostrowski,Emit DeprecationWarning,,,,,,
"Pablo Galindo
- gh-111123",arrayâs,,,,,,
Pablo Galindo,ngettext(msg,,,,,,
PyTrace_RETURN,COLS,,,,,,
Replace prev_instr,Address Sanitizer (ASAN,,,,,,
"Pablo Galindo
- gh-110722",ârerun,,,,,,
PYTHON_PRESITE,Profile Guided Optimization (PGO,,,,,,
PyConfig.home,"ASAN, MSAN",,,,,,
Jeremiah Vivian,UBSAN,,,,,,
Donghee Na,Backtrace,,,,,,
Kumar Aditya,sysctl,,,,,,
Server.wait_closed,ETIMEDOUT,,,,,,
Path.read_text,GCP,,,,,,
Junya Okabe,UDP,,,,,,
Runner loop_factory kwarg,"sysctl
net.inet.tcp.blackhole=2",,,,,,
gh-105931,CIFuzz,,,,,,
gh-107431,GitHub Actions,,,,,,
"Generic Alias
Types",LONG_TIMEOUT,,,,,,
Cygwin,testn,,,,,,
Maildir.add_flag,RuntimeWarnings,,,,,,
Carl Friedrich Bolz-Tereick,PROFILE_TASK,,,,,,
zipinfo,ABI,,,,,,
"Victor
- gh-110995",Linux AArch64,,,,,,
"Victor
- gh-111856",Fix x86_64 GNU/Hurd,,,,,,
Sam Gross,nuget,,,,,,
PyObject_CallOneArg,MIPS,,,,,,
PyUnicodeWriter_Prepare,musl libc,,,,,,
Py_static_string_init,Patch by Erlend Aasland,,,,,,
Stefan Behnel,libbsd,,,,,,
"Hugo van
- gh-111138",aclocal,,,,,,
PyList_Clear,bininstall,,,,,,
"Victor
- gh-108082",MS,,,,,,
"Furkan Onder
- _PyDict_GetItem_KnownHash",the Microsoft Store,,,,,,
Aapo Oksman,shutil.copy2,,,,,,
Gregory P. Smith,systemâs CopyFile2,,,,,,
"Pablo Galindo
- gh-110696",the Limited API,,,,,,
"Pablo Galindo
- gh-104169",gh-107880:,,,,,,
Py_DEBUG,Argument Clinic CLI,,,,,,
gh-110455,@text_signature,,,,,,
"Pablo Galindo
- gh-110237",Makefile,,,,,,
"Victor
- gh-109889",Developerâs Guide,,,,,,
Subinterpreters,Py_BUILD_CORE,,,,,,
"Pablo Galindo
- gh-109496",Py_BUILD_CORE_BUILTIN,,,,,,
gh-109371,Py_BUILD_CORE_MODULE,,,,,,
"Pablo Galindo
- gh-105848",HAVE_IEEEFP_H,,,,,,
"Pablo Galindo
- gh-104584",sys/select.h,,,,,,
Weakrefs,PyMapping_GetOptionalItem,,,,,,
"Pablo Galindo
- gh-108390",PyObject_FastCall,,,,,,
json.dumps,PyList_SET_ITEM,,,,,,
Christopher Chavez,PyVectorcall_Function,,,,,,
"Charlie
- gh-106898",PyWeakref_GetObject,,,,,,
RERAISE,PyInterpreterConfig_DEFAULT_GIL,,,,,,
dbm.gnu,PyInterpreterConfig_SHARED_GIL,,,,,,
"Pablo Galindo
- gh-106487",PyBuffer_Release,,,,,,
Hugo van Kemenade,PySys_SetArgvEx,,,,,,
Pyodide,PyEval_CallObject,,,,,,
2â,PyEval_CallObjectWithKeywords,,,,,,
POP_JUMP_IF_FALSE,PY_SSIZE_T_CLEAN,,,,,,
"Pablo Galindo
- gh-105724",Py_BuildValue,,,,,,
gh-105831,PyModule_AddObject,,,,,,
"Pablo Galindo
- gh-105340",SimpleHTTPRequestHandler,,,,,,
asyncio.sleep,HACL,,,,,,
"Pablo Galindo
- gh-105549",CVE 2023-24329,,,,,,
Tokenize,sys.setprofile,,,,,,
GenericAlias,Py_INFINITY,,,,,,
SET_FUNCTION_ATTRIBUTE,INFINITY,,,,,,
"Pablo Galindo
- gh-105390",Py_MOD_PER_INTERPRETER_GIL_SUPPORTED,,,,,,
"Pablo Galindo
-",MacÃ­as,,,,,,
Carl Meyer,sunmy2019,,,,,,
"Pablo Galindo
- gh-33092",IndexError,,,,,,
"Pablo Galindo
- gh-105229",StreamWriter,,,,,,
Marta GÃ³mez,itms,,,,,,
"Pablo Galindo
- gh-105017",Apple Platform,,,,,,
"Pablo Galindo
- gh-104972",DNS,,,,,,
"Pablo Galindo
- gh-104955",Unpack,,,,,,
release_buffer,force_zip64,,,,,,
"Pablo Galindo
- gh-104770",ISO,,,,,,
loop_factory kwarg,URLError,,,,,,
Xuehai Pan,enum.propertyâs,,,,,,
"Victor
- gh-110150",PackageMetadata,,,,,,
"Victor
- gh-110038",.py,,,,,,
KqueueSelector.select,pathlib.PurePath.is_absolute,,,,,,
LIBDIR,TK_AQUA,,,,,,
terminate_broken,tunnelâs,,,,,,
Amin Alaee,âWhatâs,,,,,,
X_OK,b'M',,,,,,
win32,@staticmethod,,,,,,
Mateusz Nowak,os.path.join,,,,,,
James Hilton-Balfe,UNC,,,,,,
CodecInfo,typ,,,,,,
Robert Lehmann,exc,,,,,,
Replace getopt,Coroutines,,,,,,
argparse,ArgumentParser,,,,,,
thread.start_new_thread,importlib.abc,,,,,,
Steven Sun,Microsoft Edge,,,,,,
os.timerfd_settime_ns,HMAC,,,,,,
Git,stdin,,,,,,
Erlend E. Aasland,Punycode,,,,,,
Gertjan van Zwieten,PropertyMock,,,,,,
tk_busy_hold,test_epollâs test_control_and_wait,,,,,,
Raise ResourceWarning,BOLT,,,,,,
Path.from_uri,Tk 8.4.13,,,,,,
"Pablo Galindo
- gh-107576",LoongArch,,,,,,
"gzip decompression
- gh-107409",Apple Silicon,,,,,,
Struct(<format,tcl,,,,,,
textwrap.indent,gh-88496,,,,,,
James Cave,PyTypeObject,,,,,,
"Terry Jan
- gh-106584",PyObject_GC_Resize,,,,,,
Egor Eliseev,sys.last_type,,,,,,
Charlie Zhao,Xbox,,,,,,
asyncio.__all,Aasland,,,,,,
Zipapp,webbrowser,,,,,,
Path.is_dir,Mosaic,,,,,,
ctypes,Netscape,,,,,,
Task.set_name,Galeon,,,,,,
Harden pyexpat,Skipstone,,,,,,
setmark,Iceape,,,,,,
PureWindowsPath,Firebird,,,,,,
Posix,Firefox,,,,,,
"Victor
- gh-104773",O(1,,,,,,
xdrlib,gh-102519,,,,,,
nntplib,DER,,,,,,
ossaudiodev,TestResult.addDuration,,,,,,
"Hugo van
- gh-83863",SSLSocket.shared_ciphers,,,,,,
FunctionDef,EOFs,,,,,,
baseopcode,SSLEOFError,,,,,,
Generalize,SSLContext,,,,,,
INDEX_PATTERN,uuid.uuid5,,,,,,
builtins.issubclass,Dockerfile,,,,,,
_idle_semaphore.release,SHA1,,,,,,
TestCase,interpreterâs,,,,,,
typing.re namespaces,socket.gaierror,,,,,,
Oleksandr Pavliuk,Add CALL_INTRINSIC_2,,,,,,
Anthony Lee,gh-84783,,,,,,
"Pieter
- bpo-44185",SEND,,,,,,
Samet Yaslan,Invalidate,,,,,,
Pieter Eendebak,MAP_ALIGNED_SUPER,,,,,,
bpo-41768,hashlib SHA2,,,,,,
Melanie Witt,sha512,,,,,,
Karthikeyan Singaravelan,linecache,,,,,,
Mario Corchero,DeprecationWarning,,,,,,
"NamedTuple.
- gh-54738",ProgrammingError,,,,,,
addCleanup,Patch by Erlend E. Aasland,,,,,,
libregrtest,LZMADecompressor,,,,,,
--slow-ci,LZMACompressor,,,,,,
Popen.__del__,Android,,,,,,
Fedora,QueryValue,,,,,,
gdb,SetValue,,,,,,
"Victor
- gh-108834",libffi,,,,,,
doctest.TestResults.skipped,Py_TPFLAGS_VALID_VERSION_TAG,,,,,,
Illia Volochii.,kwdefs,,,,,,
"Victor
- gh-107178",PyLongObject,,,,,,
Daniel Fortunov,BYTE,,,,,,
"Victor
- gh-109566",ElementTree,,,,,,
Solaris,FutureWarning,,,,,,
"Victor
Stinner",CDLL,,,,,,
Jakub KulÃ­k,MSBuild,,,,,,
find_python.bat,PyDictObject,,,,,,
"Takashi
- gh-110437",wasm-sdk 17,,,,,,
"Dev
Drive",GCC,,,,,,
Ijtaba Hussain.,gh-100357,,,,,,
"Alex
Waygood",gh-99955,,,,,,
Nikita Sobolev,compile.c,,,,,,
PyImport_GetImporter,"BINARY_SUBSCR_TUPLE_INT
instructions",,,,,,
getpid,PyFrame_New,,,,,,
"Victor
- gh-108765",itemsize,,,,,,
"Victor
- gh-108314",IP_PKTINFO,,,,,,
"Victor
- gh-106307",Microoptimizations,,,,,,
"Victor
- _",PyExpat_CAPI,,,,,,
PyDict_GetItemWithError,aseert,,,,,,
PyImport_AddModuleRef,lambd,,,,,,
PyObject_AsReadBuffer,DictWriter,,,,,,
PyObject_CallNoArgs,Enum,,,,,,
PyCFunction_Call,MethodWrapperType,,,,,,
Py_ssize_t,TokenError - Allows,,,,,,
PyModule_Add,ValueError - Removed,,,,,,
urllib.parse.urlsplit,sendmsg,,,,,,
WHATWG,TCP_REPAIR_WINDOW,,,,,,
Pablo Galindo Salgado,urllib.parse.unquote_to_bytes,,,,,,
Sebastian Berg,Fix reStructuredText,,,,,,
Eric Traut,LTO,,,,,,
Larry Hastings,PGO,,,,,,
ruff,CXX,,,,,,
asyncio Task,MS_WIN64,,,,,,
get_name,cython,,,,,,
Lysandros Nikolaou,hasattr(ctypes.windll,,,,,,
Batuhan Taskaya,imp.create_builtin,,,,,,
LOAD_SUPER_ATTR,râxâ,,,,,,
Vladimir Matveev,kTLS,,,,,,
David C Ellis,WeakMethod,,,,,,
Liam Gersten,Patch by,,,,,,
"Erlend E.
- gh-102628",OpenGraph,,,,,,
